Request.id	Pickup.point	Driver.id	Status	Request.timestamp	Drop.timestamp	Request_dt	Drop_dt	Request_date	Request_hour	Drop_date	Drop_hour	time_slot
2399	Airport	80	Trip Completed	12-07-2016 19:51	12-07-2016 20:35	12-07-2016 19:51	12-07-2016 20:35	12-07-2016	19	12-07-2016	20	Evening
2645	Airport	80	Trip Completed	12-07-2016 22:46	12-07-2016 23:22	12-07-2016 22:46	12-07-2016 23:22	12-07-2016	22	12-07-2016	23	Late_Night
3468	City	80	Trip Completed	13-07-2016 17:08	13-07-2016 17:46	13-07-2016 17:08	13-07-2016 17:46	13-07-2016	17	13-07-2016	17	Evening
3826	Airport	80	Trip Completed	13-07-2016 21:16	13-07-2016 21:51	13-07-2016 21:16	13-07-2016 21:51	13-07-2016	21	13-07-2016	21	Late_Night
5384	Airport	80	Trip Completed	14-07-2016 00:03	14-07-2016 01:03	14-07-2016 00:03	14-07-2016 01:03	14-07-2016	0	14-07-2016	1	Early_Morning
6460	City	80	Trip Completed	15-07-2016 20:09	15-07-2016 20:52	15-07-2016 20:09	15-07-2016 20:52	15-07-2016	20	15-07-2016	20	Evening
269	City	81	Trip Completed	11-07-2016 06:44	11-07-2016 07:43	11-07-2016 06:44	11-07-2016 07:43	11-07-2016	6	11-07-2016	7	Morning
336	Airport	81	Trip Completed	11-07-2016 07:50	11-07-2016 08:44	11-07-2016 07:50	11-07-2016 08:44	11-07-2016	7	11-07-2016	8	Morning
1241	Airport	81	Trip Completed	11-07-2016 21:38	11-07-2016 22:42	11-07-2016 21:38	11-07-2016 22:42	11-07-2016	21	11-07-2016	22	Late_Night
1651	Airport	81	Trip Completed	12-07-2016 07:21	12-07-2016 07:59	12-07-2016 07:21	12-07-2016 07:59	12-07-2016	7	12-07-2016	7	Morning
1963	City	81	Trip Completed	12-07-2016 11:58	12-07-2016 13:01	12-07-2016 11:58	12-07-2016 13:01	12-07-2016	11	12-07-2016	13	Afternoon
2368	City	81	Trip Completed	12-07-2016 19:32	12-07-2016 20:23	12-07-2016 19:32	12-07-2016 20:23	12-07-2016	19	12-07-2016	20	Evening
3004	Airport	81	Trip Completed	13-07-2016 07:17	13-07-2016 08:26	13-07-2016 07:17	13-07-2016 08:26	13-07-2016	7	13-07-2016	8	Morning
3310	City	81	Trip Completed	13-07-2016 11:55	13-07-2016 12:57	13-07-2016 11:55	13-07-2016 12:57	13-07-2016	11	13-07-2016	12	Afternoon
3391	City	81	Trip Completed	13-07-2016 14:34	13-07-2016 15:50	13-07-2016 14:34	13-07-2016 15:50	13-07-2016	14	13-07-2016	15	Afternoon
4194	Airport	81	Trip Completed	14-07-2016 05:27	14-07-2016 06:13	14-07-2016 05:27	14-07-2016 06:13	14-07-2016	5	14-07-2016	6	Morning
5728	City	81	Trip Completed	15-07-2016 07:42	15-07-2016 08:45	15-07-2016 07:42	15-07-2016 08:45	15-07-2016	7	15-07-2016	8	Morning
6091	City	81	Trip Completed	15-07-2016 14:37	15-07-2016 15:17	15-07-2016 14:37	15-07-2016 15:17	15-07-2016	14	15-07-2016	15	Afternoon
6748	Airport	81	Trip Completed	15-07-2016 23:45	16-07-2016 00:51	15-07-2016 23:45	16-07-2016 00:51	15-07-2016	23	16-07-2016	0	Late_Night
286	City	82	Trip Completed	11-07-2016 06:58	11-07-2016 07:54	11-07-2016 06:58	11-07-2016 07:54	11-07-2016	6	11-07-2016	7	Morning
547	Airport	82	Trip Completed	11-07-2016 10:01	11-07-2016 10:47	11-07-2016 10:01	11-07-2016 10:47	11-07-2016	10	11-07-2016	10	Afternoon
574	City	82	Trip Completed	11-07-2016 10:58	11-07-2016 11:39	11-07-2016 10:58	11-07-2016 11:39	11-07-2016	10	11-07-2016	11	Afternoon
936	Airport	82	Trip Completed	11-07-2016 18:28	11-07-2016 19:25	11-07-2016 18:28	11-07-2016 19:25	11-07-2016	18	11-07-2016	19	Evening
1514	Airport	82	Trip Completed	12-07-2016 05:41	12-07-2016 06:18	12-07-2016 05:41	12-07-2016 06:18	12-07-2016	5	12-07-2016	6	Morning
1656	City	82	Trip Completed	12-07-2016 07:26	12-07-2016 08:35	12-07-2016 07:26	12-07-2016 08:35	12-07-2016	7	12-07-2016	8	Morning
2405	Airport	82	Trip Completed	12-07-2016 20:01	12-07-2016 20:53	12-07-2016 20:01	12-07-2016 20:53	12-07-2016	20	12-07-2016	20	Evening
3372	Airport	82	Trip Completed	13-07-2016 14:03	13-07-2016 14:37	13-07-2016 14:03	13-07-2016 14:37	13-07-2016	14	13-07-2016	14	Afternoon
4215	Airport	82	Trip Completed	14-07-2016 05:40	14-07-2016 06:38	14-07-2016 05:40	14-07-2016 06:38	14-07-2016	5	14-07-2016	6	Morning
6486	City	82	Trip Completed	15-07-2016 20:26	15-07-2016 21:08	15-07-2016 20:26	15-07-2016 21:08	15-07-2016	20	15-07-2016	21	Evening
520	City	83	Trip Completed	11-07-2016 09:47	11-07-2016 10:43	11-07-2016 09:47	11-07-2016 10:43	11-07-2016	9	11-07-2016	10	Morning
1285	City	83	Trip Completed	11-07-2016 22:13	11-07-2016 23:17	11-07-2016 22:13	11-07-2016 23:17	11-07-2016	22	11-07-2016	23	Late_Night
3394	City	83	Trip Completed	13-07-2016 14:51	13-07-2016 15:32	13-07-2016 14:51	13-07-2016 15:32	13-07-2016	14	13-07-2016	15	Afternoon
3520	City	83	Trip Completed	13-07-2016 17:43	13-07-2016 18:36	13-07-2016 17:43	13-07-2016 18:36	13-07-2016	17	13-07-2016	18	Evening
4998	City	83	Trip Completed	14-07-2016 18:52	14-07-2016 20:04	14-07-2016 18:52	14-07-2016 20:04	14-07-2016	18	14-07-2016	20	Evening
5377	City	83	Trip Completed	14-07-2016 23:42	15-07-2016 00:39	14-07-2016 23:42	15-07-2016 00:39	14-07-2016	23	15-07-2016	0	Late_Night
5759	City	83	Trip Completed	15-07-2016 08:16	15-07-2016 08:54	15-07-2016 08:16	15-07-2016 08:54	15-07-2016	8	15-07-2016	8	Morning
422	City	84	Trip Completed	11-07-2016 08:42	11-07-2016 09:56	11-07-2016 08:42	11-07-2016 09:56	11-07-2016	8	11-07-2016	9	Morning
578	Airport	84	Trip Completed	11-07-2016 11:03	11-07-2016 11:53	11-07-2016 11:03	11-07-2016 11:53	11-07-2016	11	11-07-2016	11	Afternoon
3035	City	84	Trip Completed	13-07-2016 07:31	13-07-2016 08:47	13-07-2016 07:31	13-07-2016 08:47	13-07-2016	7	13-07-2016	8	Morning
3728	Airport	84	Trip Completed	13-07-2016 20:03	13-07-2016 21:16	13-07-2016 20:03	13-07-2016 21:16	13-07-2016	20	13-07-2016	21	Evening
4097	City	84	Trip Completed	14-07-2016 03:15	14-07-2016 04:05	14-07-2016 03:15	14-07-2016 04:05	14-07-2016	3	14-07-2016	4	Early_Morning
5184	City	84	Trip Completed	14-07-2016 20:42	14-07-2016 21:49	14-07-2016 20:42	14-07-2016 21:49	14-07-2016	20	14-07-2016	21	Evening
5404	City	84	Trip Completed	15-07-2016 01:12	15-07-2016 02:05	15-07-2016 01:12	15-07-2016 02:05	15-07-2016	1	15-07-2016	2	Early_Morning
5525	Airport	84	Trip Completed	15-07-2016 05:18	15-07-2016 06:36	15-07-2016 05:18	15-07-2016 06:36	15-07-2016	5	15-07-2016	6	Morning
6392	Airport	84	Trip Completed	15-07-2016 19:24	15-07-2016 20:31	15-07-2016 19:24	15-07-2016 20:31	15-07-2016	19	15-07-2016	20	Evening
603	Airport	85	Trip Completed	11-07-2016 11:43	11-07-2016 12:56	11-07-2016 11:43	11-07-2016 12:56	11-07-2016	11	11-07-2016	12	Afternoon
1956	City	85	Trip Completed	12-07-2016 11:45	12-07-2016 12:32	12-07-2016 11:45	12-07-2016 12:32	12-07-2016	11	12-07-2016	12	Afternoon
2914	Airport	85	Trip Completed	13-07-2016 06:16	13-07-2016 06:51	13-07-2016 06:16	13-07-2016 06:51	13-07-2016	6	13-07-2016	6	Morning
3434	Airport	85	Trip Completed	13-07-2016 16:07	13-07-2016 16:48	13-07-2016 16:07	13-07-2016 16:48	13-07-2016	16	13-07-2016	16	Afternoon
3454	City	85	Trip Completed	13-07-2016 16:57	13-07-2016 18:07	13-07-2016 16:57	13-07-2016 18:07	13-07-2016	16	13-07-2016	18	Afternoon
3809	City	85	Trip Completed	13-07-2016 20:58	13-07-2016 21:43	13-07-2016 20:58	13-07-2016 21:43	13-07-2016	20	13-07-2016	21	Evening
3947	Airport	85	Trip Completed	13-07-2016 22:39	13-07-2016 23:15	13-07-2016 22:39	13-07-2016 23:15	13-07-2016	22	13-07-2016	23	Late_Night
4319	Airport	85	Trip Completed	14-07-2016 06:54	14-07-2016 08:09	14-07-2016 06:54	14-07-2016 08:09	14-07-2016	6	14-07-2016	8	Morning
4716	City	85	Trip Completed	14-07-2016 13:36	14-07-2016 14:08	14-07-2016 13:36	14-07-2016 14:08	14-07-2016	13	14-07-2016	14	Afternoon
5790	Airport	85	Trip Completed	15-07-2016 08:31	15-07-2016 09:40	15-07-2016 08:31	15-07-2016 09:40	15-07-2016	8	15-07-2016	9	Morning
6205	Airport	85	Trip Completed	15-07-2016 17:26	15-07-2016 18:38	15-07-2016 17:26	15-07-2016 18:38	15-07-2016	17	15-07-2016	18	Evening
6727	Airport	85	Trip Completed	15-07-2016 23:25	16-07-2016 00:19	15-07-2016 23:25	16-07-2016 00:19	15-07-2016	23	16-07-2016	0	Late_Night
51	City	86	Trip Completed	11-07-2016 03:34	11-07-2016 04:33	11-07-2016 03:34	11-07-2016 04:33	11-07-2016	3	11-07-2016	4	Early_Morning
446	City	86	Trip Completed	11-07-2016 09:07	11-07-2016 10:08	11-07-2016 09:07	11-07-2016 10:08	11-07-2016	9	11-07-2016	10	Morning
1252	City	86	Trip Completed	11-07-2016 21:51	11-07-2016 22:58	11-07-2016 21:51	11-07-2016 22:58	11-07-2016	21	11-07-2016	22	Late_Night
1380	Airport	86	Trip Completed	12-07-2016 01:01	12-07-2016 02:15	12-07-2016 01:01	12-07-2016 02:15	12-07-2016	1	12-07-2016	2	Early_Morning
1638	City	86	Trip Completed	12-07-2016 07:15	12-07-2016 07:50	12-07-2016 07:15	12-07-2016 07:50	12-07-2016	7	12-07-2016	7	Morning
2152	Airport	86	Trip Completed	12-07-2016 17:25	12-07-2016 17:55	12-07-2016 17:25	12-07-2016 17:55	12-07-2016	17	12-07-2016	17	Evening
3125	City	86	Trip Completed	13-07-2016 08:45	13-07-2016 09:19	13-07-2016 08:45	13-07-2016 09:19	13-07-2016	8	13-07-2016	9	Morning
3366	City	86	Trip Completed	13-07-2016 13:45	13-07-2016 14:34	13-07-2016 13:45	13-07-2016 14:34	13-07-2016	13	13-07-2016	14	Afternoon
4632	Airport	86	Trip Completed	14-07-2016 11:21	14-07-2016 12:20	14-07-2016 11:21	14-07-2016 12:20	14-07-2016	11	14-07-2016	12	Afternoon
5924	City	86	Trip Completed	15-07-2016 10:09	15-07-2016 10:47	15-07-2016 10:09	15-07-2016 10:47	15-07-2016	10	15-07-2016	10	Afternoon
6133	Airport	86	Trip Completed	15-07-2016 15:43	15-07-2016 16:15	15-07-2016 15:43	15-07-2016 16:15	15-07-2016	15	15-07-2016	16	Afternoon
6316	Airport	86	Trip Completed	15-07-2016 18:35	15-07-2016 19:07	15-07-2016 18:35	15-07-2016 19:07	15-07-2016	18	15-07-2016	19	Evening
6609	City	86	Trip Completed	15-07-2016 21:44	15-07-2016 22:55	15-07-2016 21:44	15-07-2016 22:55	15-07-2016	21	15-07-2016	22	Late_Night
246	Airport	87	Trip Completed	11-07-2016 06:35	11-07-2016 07:10	11-07-2016 06:35	11-07-2016 07:10	11-07-2016	6	11-07-2016	7	Morning
980	Airport	87	Trip Completed	11-07-2016 19:00	11-07-2016 20:15	11-07-2016 19:00	11-07-2016 20:15	11-07-2016	19	11-07-2016	20	Evening
1677	City	87	Trip Completed	12-07-2016 07:38	12-07-2016 08:16	12-07-2016 07:38	12-07-2016 08:16	12-07-2016	7	12-07-2016	8	Morning
4620	City	87	Trip Completed	14-07-2016 10:59	14-07-2016 12:14	14-07-2016 10:59	14-07-2016 12:14	14-07-2016	10	14-07-2016	12	Afternoon
4848	Airport	87	Trip Completed	14-07-2016 17:33	14-07-2016 18:16	14-07-2016 17:33	14-07-2016 18:16	14-07-2016	17	14-07-2016	18	Evening
5402	Airport	87	Trip Completed	15-07-2016 01:06	15-07-2016 01:48	15-07-2016 01:06	15-07-2016 01:48	15-07-2016	1	15-07-2016	1	Early_Morning
5971	Airport	87	Trip Completed	15-07-2016 11:04	15-07-2016 11:47	15-07-2016 11:04	15-07-2016 11:47	15-07-2016	11	15-07-2016	11	Afternoon
6113	City	87	Trip Completed	15-07-2016 15:15	15-07-2016 16:22	15-07-2016 15:15	15-07-2016 16:22	15-07-2016	15	15-07-2016	16	Afternoon
6508	City	87	Trip Completed	15-07-2016 20:40	15-07-2016 21:39	15-07-2016 20:40	15-07-2016 21:39	15-07-2016	20	15-07-2016	21	Evening
746	Airport	88	Trip Completed	11-07-2016 15:47	11-07-2016 16:34	11-07-2016 15:47	11-07-2016 16:34	11-07-2016	15	11-07-2016	16	Afternoon
1488	Airport	88	Trip Completed	12-07-2016 05:31	12-07-2016 06:38	12-07-2016 05:31	12-07-2016 06:38	12-07-2016	5	12-07-2016	6	Morning
1838	City	88	Trip Completed	12-07-2016 09:40	12-07-2016 10:10	12-07-2016 09:40	12-07-2016 10:10	12-07-2016	9	12-07-2016	10	Morning
2839	Airport	88	Trip Completed	13-07-2016 05:20	13-07-2016 06:05	13-07-2016 05:20	13-07-2016 06:05	13-07-2016	5	13-07-2016	6	Morning
4391	City	88	Trip Completed	14-07-2016 07:52	14-07-2016 09:02	14-07-2016 07:52	14-07-2016 09:02	14-07-2016	7	14-07-2016	9	Morning
4701	City	88	Trip Completed	14-07-2016 13:09	14-07-2016 13:49	14-07-2016 13:09	14-07-2016 13:49	14-07-2016	13	14-07-2016	13	Afternoon
5171	Airport	88	Trip Completed	14-07-2016 20:29	14-07-2016 21:35	14-07-2016 20:29	14-07-2016 21:35	14-07-2016	20	14-07-2016	21	Evening
5962	City	88	Trip Completed	15-07-2016 10:48	15-07-2016 11:55	15-07-2016 10:48	15-07-2016 11:55	15-07-2016	10	15-07-2016	11	Afternoon
6118	City	88	Trip Completed	15-07-2016 15:17	15-07-2016 16:19	15-07-2016 15:17	15-07-2016 16:19	15-07-2016	15	15-07-2016	16	Afternoon
6450	City	88	Trip Completed	15-07-2016 20:01	15-07-2016 20:59	15-07-2016 20:01	15-07-2016 20:59	15-07-2016	20	15-07-2016	20	Evening
257	Airport	89	Trip Completed	11-07-2016 06:38	11-07-2016 07:50	11-07-2016 06:38	11-07-2016 07:50	11-07-2016	6	11-07-2016	7	Morning
708	Airport	89	Trip Completed	11-07-2016 14:16	11-07-2016 14:48	11-07-2016 14:16	11-07-2016 14:48	11-07-2016	14	11-07-2016	14	Afternoon
891	Airport	89	Trip Completed	11-07-2016 18:10	11-07-2016 19:14	11-07-2016 18:10	11-07-2016 19:14	11-07-2016	18	11-07-2016	19	Evening
1748	City	89	Trip Completed	12-07-2016 08:33	12-07-2016 09:14	12-07-2016 08:33	12-07-2016 09:14	12-07-2016	8	12-07-2016	9	Morning
2625	City	89	Trip Completed	12-07-2016 22:09	12-07-2016 23:18	12-07-2016 22:09	12-07-2016 23:18	12-07-2016	22	12-07-2016	23	Late_Night
3989	City	89	Trip Completed	13-07-2016 23:21	14-07-2016 00:31	13-07-2016 23:21	14-07-2016 00:31	13-07-2016	23	14-07-2016	0	Late_Night
5285	Airport	89	Trip Completed	14-07-2016 21:42	14-07-2016 22:12	14-07-2016 21:42	14-07-2016 22:12	14-07-2016	21	14-07-2016	22	Late_Night
6461	City	89	Trip Completed	15-07-2016 20:12	15-07-2016 21:12	15-07-2016 20:12	15-07-2016 21:12	15-07-2016	20	15-07-2016	21	Evening
1563	Airport	90	Trip Completed	12-07-2016 06:16	12-07-2016 07:32	12-07-2016 06:16	12-07-2016 07:32	12-07-2016	6	12-07-2016	7	Morning
2207	Airport	90	Trip Completed	12-07-2016 17:56	12-07-2016 19:14	12-07-2016 17:56	12-07-2016 19:14	12-07-2016	17	12-07-2016	19	Evening
2879	City	90	Trip Completed	13-07-2016 05:59	13-07-2016 06:50	13-07-2016 05:59	13-07-2016 06:50	13-07-2016	5	13-07-2016	6	Morning
3644	Airport	90	Trip Completed	13-07-2016 19:08	13-07-2016 19:54	13-07-2016 19:08	13-07-2016 19:54	13-07-2016	19	13-07-2016	19	Evening
3996	Airport	90	Trip Completed	13-07-2016 23:36	14-07-2016 00:35	13-07-2016 23:36	14-07-2016 00:35	13-07-2016	23	14-07-2016	0	Late_Night
4355	City	90	Trip Completed	14-07-2016 07:19	14-07-2016 07:59	14-07-2016 07:19	14-07-2016 07:59	14-07-2016	7	14-07-2016	7	Morning
4758	City	90	Trip Completed	14-07-2016 15:26	14-07-2016 16:07	14-07-2016 15:26	14-07-2016 16:07	14-07-2016	15	14-07-2016	16	Afternoon
6001	Airport	90	Trip Completed	15-07-2016 12:07	15-07-2016 13:18	15-07-2016 12:07	15-07-2016 13:18	15-07-2016	12	15-07-2016	13	Afternoon
1181	Airport	91	Trip Completed	11-07-2016 21:04	11-07-2016 22:06	11-07-2016 21:04	11-07-2016 22:06	11-07-2016	21	11-07-2016	22	Late_Night
1297	City	91	Trip Completed	11-07-2016 22:22	11-07-2016 23:03	11-07-2016 22:22	11-07-2016 23:03	11-07-2016	22	11-07-2016	23	Late_Night
1429	City	91	Trip Completed	12-07-2016 04:41	12-07-2016 05:22	12-07-2016 04:41	12-07-2016 05:22	12-07-2016	4	12-07-2016	5	Early_Morning
2104	City	91	Trip Completed	12-07-2016 16:07	12-07-2016 17:04	12-07-2016 16:07	12-07-2016 17:04	12-07-2016	16	12-07-2016	17	Afternoon
2736	City	91	Trip Completed	13-07-2016 02:43	13-07-2016 03:54	13-07-2016 02:43	13-07-2016 03:54	13-07-2016	2	13-07-2016	3	Early_Morning
3615	City	91	Trip Completed	13-07-2016 18:56	13-07-2016 19:43	13-07-2016 18:56	13-07-2016 19:43	13-07-2016	18	13-07-2016	19	Evening
4719	Airport	91	Trip Completed	14-07-2016 13:43	14-07-2016 14:46	14-07-2016 13:43	14-07-2016 14:46	14-07-2016	13	14-07-2016	14	Afternoon
4748	City	91	Trip Completed	14-07-2016 15:03	14-07-2016 16:22	14-07-2016 15:03	14-07-2016 16:22	14-07-2016	15	14-07-2016	16	Afternoon
870	City	92	Trip Completed	11-07-2016 17:57	11-07-2016 18:41	11-07-2016 17:57	11-07-2016 18:41	11-07-2016	17	11-07-2016	18	Evening
2124	Airport	92	Trip Completed	12-07-2016 16:53	12-07-2016 17:31	12-07-2016 16:53	12-07-2016 17:31	12-07-2016	16	12-07-2016	17	Afternoon
2457	Airport	92	Trip Completed	12-07-2016 20:31	12-07-2016 21:39	12-07-2016 20:31	12-07-2016 21:39	12-07-2016	20	12-07-2016	21	Evening
2621	City	92	Trip Completed	12-07-2016 22:05	12-07-2016 22:58	12-07-2016 22:05	12-07-2016 22:58	12-07-2016	22	12-07-2016	22	Late_Night
3168	City	92	Trip Completed	13-07-2016 09:12	13-07-2016 10:08	13-07-2016 09:12	13-07-2016 10:08	13-07-2016	9	13-07-2016	10	Morning
3285	Airport	92	Trip Completed	13-07-2016 10:59	13-07-2016 12:00	13-07-2016 10:59	13-07-2016 12:00	13-07-2016	10	13-07-2016	12	Afternoon
3315	City	92	Trip Completed	13-07-2016 12:09	13-07-2016 13:19	13-07-2016 12:09	13-07-2016 13:19	13-07-2016	12	13-07-2016	13	Afternoon
5585	City	92	Trip Completed	15-07-2016 05:58	15-07-2016 07:10	15-07-2016 05:58	15-07-2016 07:10	15-07-2016	5	15-07-2016	7	Morning
6235	City	92	Trip Completed	15-07-2016 17:47	15-07-2016 18:20	15-07-2016 17:47	15-07-2016 18:20	15-07-2016	17	15-07-2016	18	Evening
913	Airport	93	Trip Completed	11-07-2016 18:18	11-07-2016 19:15	11-07-2016 18:18	11-07-2016 19:15	11-07-2016	18	11-07-2016	19	Evening
1852	City	93	Trip Completed	12-07-2016 09:43	12-07-2016 10:58	12-07-2016 09:43	12-07-2016 10:58	12-07-2016	9	12-07-2016	10	Morning
3117	Airport	93	Trip Completed	13-07-2016 08:34	13-07-2016 09:07	13-07-2016 08:34	13-07-2016 09:07	13-07-2016	8	13-07-2016	9	Morning
3392	Airport	93	Trip Completed	13-07-2016 14:46	13-07-2016 15:17	13-07-2016 14:46	13-07-2016 15:17	13-07-2016	14	13-07-2016	15	Afternoon
4722	City	93	Trip Completed	14-07-2016 13:50	14-07-2016 14:59	14-07-2016 13:50	14-07-2016 14:59	14-07-2016	13	14-07-2016	14	Afternoon
692	Airport	94	Trip Completed	11-07-2016 13:49	11-07-2016 14:29	11-07-2016 13:49	11-07-2016 14:29	11-07-2016	13	11-07-2016	14	Afternoon
1351	Airport	94	Trip Completed	11-07-2016 23:44	12-07-2016 00:49	11-07-2016 23:44	12-07-2016 00:49	11-07-2016	23	12-07-2016	0	Late_Night
1800	City	94	Trip Completed	12-07-2016 09:09	12-07-2016 10:05	12-07-2016 09:09	12-07-2016 10:05	12-07-2016	9	12-07-2016	10	Morning
2434	City	94	Trip Completed	12-07-2016 20:16	12-07-2016 21:15	12-07-2016 20:16	12-07-2016 21:15	12-07-2016	20	12-07-2016	21	Evening
3212	City	94	Trip Completed	13-07-2016 09:48	13-07-2016 10:45	13-07-2016 09:48	13-07-2016 10:45	13-07-2016	9	13-07-2016	10	Morning
3340	City	94	Trip Completed	13-07-2016 12:45	13-07-2016 13:37	13-07-2016 12:45	13-07-2016 13:37	13-07-2016	12	13-07-2016	13	Afternoon
3598	Airport	94	Trip Completed	13-07-2016 18:38	13-07-2016 19:40	13-07-2016 18:38	13-07-2016 19:40	13-07-2016	18	13-07-2016	19	Evening
53	Airport	95	Trip Completed	11-07-2016 03:30	11-07-2016 04:22	11-07-2016 03:30	11-07-2016 04:22	11-07-2016	3	11-07-2016	4	Early_Morning
3558	Airport	95	Trip Completed	13-07-2016 18:14	13-07-2016 18:51	13-07-2016 18:14	13-07-2016 18:51	13-07-2016	18	13-07-2016	18	Evening
4257	City	95	Trip Completed	14-07-2016 06:10	14-07-2016 07:08	14-07-2016 06:10	14-07-2016 07:08	14-07-2016	6	14-07-2016	7	Morning
4869	City	95	Trip Completed	14-07-2016 17:49	14-07-2016 18:20	14-07-2016 17:49	14-07-2016 18:20	14-07-2016	17	14-07-2016	18	Evening
5548	City	95	Trip Completed	15-07-2016 05:24	15-07-2016 06:06	15-07-2016 05:24	15-07-2016 06:06	15-07-2016	5	15-07-2016	6	Morning
5630	Airport	95	Trip Completed	15-07-2016 06:32	15-07-2016 07:14	15-07-2016 06:32	15-07-2016 07:14	15-07-2016	6	15-07-2016	7	Morning
6645	City	95	Trip Completed	15-07-2016 22:10	15-07-2016 23:00	15-07-2016 22:10	15-07-2016 23:00	15-07-2016	22	15-07-2016	23	Late_Night
156	Airport	96	Trip Completed	11-07-2016 05:35	11-07-2016 06:40	11-07-2016 05:35	11-07-2016 06:40	11-07-2016	5	11-07-2016	6	Morning
350	City	96	Trip Completed	11-07-2016 07:53	11-07-2016 08:40	11-07-2016 07:53	11-07-2016 08:40	11-07-2016	7	11-07-2016	8	Morning
976	Airport	96	Trip Completed	11-07-2016 18:54	11-07-2016 19:48	11-07-2016 18:54	11-07-2016 19:48	11-07-2016	18	11-07-2016	19	Evening
1344	City	96	Trip Completed	11-07-2016 23:35	12-07-2016 00:39	11-07-2016 23:35	12-07-2016 00:39	11-07-2016	23	12-07-2016	0	Late_Night
1524	City	96	Trip Completed	12-07-2016 05:50	12-07-2016 06:59	12-07-2016 05:50	12-07-2016 06:59	12-07-2016	5	12-07-2016	6	Morning
2143	Airport	96	Trip Completed	12-07-2016 17:15	12-07-2016 17:56	12-07-2016 17:15	12-07-2016 17:56	12-07-2016	17	12-07-2016	17	Evening
2353	City	96	Trip Completed	12-07-2016 19:31	12-07-2016 20:23	12-07-2016 19:31	12-07-2016 20:23	12-07-2016	19	12-07-2016	20	Evening
3028	Airport	96	Trip Completed	13-07-2016 07:28	13-07-2016 08:14	13-07-2016 07:28	13-07-2016 08:14	13-07-2016	7	13-07-2016	8	Morning
3913	Airport	96	Trip Completed	13-07-2016 22:14	13-07-2016 22:56	13-07-2016 22:14	13-07-2016 22:56	13-07-2016	22	13-07-2016	22	Late_Night
4274	City	96	Trip Completed	14-07-2016 06:18	14-07-2016 07:27	14-07-2016 06:18	14-07-2016 07:27	14-07-2016	6	14-07-2016	7	Morning
4673	City	96	Trip Completed	14-07-2016 12:35	14-07-2016 13:44	14-07-2016 12:35	14-07-2016 13:44	14-07-2016	12	14-07-2016	13	Afternoon
6198	Airport	96	Trip Completed	15-07-2016 17:23	15-07-2016 18:11	15-07-2016 17:23	15-07-2016 18:11	15-07-2016	17	15-07-2016	18	Evening
569	Airport	97	Trip Completed	11-07-2016 10:37	11-07-2016 11:44	11-07-2016 10:37	11-07-2016 11:44	11-07-2016	10	11-07-2016	11	Afternoon
1626	Airport	97	Trip Completed	12-07-2016 06:58	12-07-2016 07:49	12-07-2016 06:58	12-07-2016 07:49	12-07-2016	6	12-07-2016	7	Morning
3505	City	97	Trip Completed	13-07-2016 17:37	13-07-2016 18:22	13-07-2016 17:37	13-07-2016 18:22	13-07-2016	17	13-07-2016	18	Evening
3758	City	97	Trip Completed	13-07-2016 20:37	13-07-2016 21:16	13-07-2016 20:37	13-07-2016 21:16	13-07-2016	20	13-07-2016	21	Evening
4649	City	97	Trip Completed	14-07-2016 11:50	14-07-2016 12:44	14-07-2016 11:50	14-07-2016 12:44	14-07-2016	11	14-07-2016	12	Afternoon
4745	Airport	97	Trip Completed	14-07-2016 15:06	14-07-2016 16:05	14-07-2016 15:06	14-07-2016 16:05	14-07-2016	15	14-07-2016	16	Afternoon
5354	Airport	97	Trip Completed	14-07-2016 23:07	15-07-2016 00:01	14-07-2016 23:07	15-07-2016 00:01	14-07-2016	23	15-07-2016	0	Late_Night
5953	City	97	Trip Completed	15-07-2016 10:42	15-07-2016 11:38	15-07-2016 10:42	15-07-2016 11:38	15-07-2016	10	15-07-2016	11	Afternoon
6577	City	97	Trip Completed	15-07-2016 21:19	15-07-2016 21:48	15-07-2016 21:19	15-07-2016 21:48	15-07-2016	21	15-07-2016	21	Late_Night
1565	Airport	98	Trip Completed	12-07-2016 06:21	12-07-2016 07:32	12-07-2016 06:21	12-07-2016 07:32	12-07-2016	6	12-07-2016	7	Morning
1973	Airport	98	Trip Completed	12-07-2016 12:17	12-07-2016 12:47	12-07-2016 12:17	12-07-2016 12:47	12-07-2016	12	12-07-2016	12	Afternoon
2363	Airport	98	Trip Completed	12-07-2016 19:31	12-07-2016 20:32	12-07-2016 19:31	12-07-2016 20:32	12-07-2016	19	12-07-2016	20	Evening
2994	City	98	Trip Completed	13-07-2016 07:15	13-07-2016 08:12	13-07-2016 07:15	13-07-2016 08:12	13-07-2016	7	13-07-2016	8	Morning
3201	Airport	98	Trip Completed	13-07-2016 09:33	13-07-2016 10:17	13-07-2016 09:33	13-07-2016 10:17	13-07-2016	9	13-07-2016	10	Morning
3511	City	98	Trip Completed	13-07-2016 17:38	13-07-2016 18:54	13-07-2016 17:38	13-07-2016 18:54	13-07-2016	17	13-07-2016	18	Evening
3956	Airport	98	Trip Completed	13-07-2016 22:47	13-07-2016 23:41	13-07-2016 22:47	13-07-2016 23:41	13-07-2016	22	13-07-2016	23	Late_Night
4359	City	98	Trip Completed	14-07-2016 07:27	14-07-2016 08:03	14-07-2016 07:27	14-07-2016 08:03	14-07-2016	7	14-07-2016	8	Morning
